"","title","asin","year","genre"
"2949",NA,"B001UJIMUK",2009,"Folk"
"2950",NA,"B001UQSE7O",2009,"Other"
"2951",NA,"B001UVF0NU",2012,"Other"
"2952",NA,"B001UXJQLA",2009,"Jazz"
"2953",NA,"B001V7UXB2",2009,"Alternative Rock"
"2954",NA,"B001VFDNSY",2009,"Alternative Rock"
"2955",NA,"B001VG9W88",NA,"Other"
"2956",NA,"B001VPJZ40",2009,"Folk"
"2957",NA,"B001W3T44W",NA,"Other"
"2958",NA,"B001W63DQ4",2009,"Alternative Rock"
"2959",NA,"B001W63DXW",2009,"Pop"
"2960",NA,"B001W63E0E",2009,"Rap & Hip-Hop"
"2961",NA,"B001W5PVRE",2009,"Other"
"2962",NA,"B001WCN1U6",2009,"Folk"
"2963",NA,"B001X3EQLW",2009,"Other"
"2964",NA,"B001XJTB8E",2009,"Other"
"2965",NA,"B001YV511W",2009,"Alternative Rock"
"2966",NA,"B00204AA0O",2009,"Alternative Rock"
"2967",NA,"B0020MMDCY",2009,"Folk"
"2968",NA,"B002154328",2009,"Alternative Rock"
"2969",NA,"B0021X515S",2009,"Alternative Rock"
"2970",NA,"B0024RI70M",2010,"Folk"
"2971",NA,"B0025X4P24",2009,"Pop"
"2972",NA,"B0025X4OWA",2009,"Alternative Rock"
"2973",NA,"B0025X4OUW",2009,"Folk"
"2974",NA,"B00265UBM4",2009,"Other"
"2975",NA,"B0026BD2GU",2009,"Rap & Hip-Hop"
"2976",NA,"B0026BD2II",2009,"Alternative Rock"
"2977",NA,"B0026BD2GA",2009,"Pop"
"2978",NA,"B0026IZR34",2009,"Alternative Rock"
"2979",NA,"B0026IZR48",2009,"Jazz"
"2980",NA,"B0026IZRD4",2009,"Rap & Hip-Hop"
"2981",NA,"B0026NWBY2",2009,"Pop"
"2982",NA,"B0026P3G12",2009,"Pop"
"2983",NA,"B00273D58M",2009,"Pop"
"2984",NA,"B0027VSTCG",2009,"Alternative Rock"
"2985",NA,"B00284G2L2",2009,"Rap & Hip-Hop"
"2986",NA,"B0028SVXR6",2009,"Alternative Rock"
"2987",NA,"B0028Y5MY0",2009,"Alternative Rock"
"2988",NA,"B00299CER2",2012,"Other"
"2989",NA,"B0029F2EVW",2009,"Country"
"2990",NA,"B0029LHW4U",2009,"Alternative Rock"
"2991",NA,"B002A9MN7M",2009,"Pop"
"2992",NA,"B002AKAM38",2009,"Alternative Rock"
"2993",NA,"B002AOWXQ8",2009,"Alternative Rock"
"2994",NA,"B002BPKWH8",2009,"Other"
"2995",NA,"B002BPH1F4",2009,"Other"
"2996",NA,"B002C2XXGC",2009,"Alternative Rock"
"2997",NA,"B002C6K82K",2009,"Alternative Rock"
"2998",NA,"B002DHSGVI",2009,"Folk"
"2999",NA,"B002DSM8UC",2009,"Pop"
"3000",NA,"B002DXU53E",2009,"Alternative Rock"
"3001",NA,"B002E2M5LO",2009,"Rap & Hip-Hop"
"3002",NA,"B002E2QHDG",2009,"Alternative Rock"
"3003",NA,"B002E9HACG",2009,"Pop"
"3004",NA,"B002EE583E",2009,"Country"
"3005",NA,"B002EWD08Q",2009,"Alternative Rock"
"3006",NA,"B002FGTO2W",2009,"Folk"
"3007",NA,"B002FZL96W",2009,"Country"
"3008",NA,"B002GZQYMA",2009,"Alternative Rock"
"3009",NA,"B002H6NVR4",2009,"Alternative Rock"
"3010",NA,"B002HP8EKE",2009,"Other"
"3011",NA,"B002HQWQB6",2009,"Alternative Rock"
"3012",NA,"B002HVLAG8",2011,"Alternative Rock"
"3013",NA,"B002HWUU1I",2009,"Alternative Rock"
"3014",NA,"B002I53BL0",2009,"Other"
"3015",NA,"B002IC1RR8",2009,"Pop"
"3016",NA,"B002IEW504",2007,"Other"
"3017",NA,"B002JIOQCO",2009,"Pop"
"3018",NA,"B002JJ4XV2",2009,"Other"
"3019",NA,"B002JQUNHS",NA,"Other"
"3020",NA,"B002JUJRTO",2009,"Other"
"3021",NA,"B002K0OGOO",2009,"Other"
"3022",NA,"B002KD0ORY",2009,"Alternative Rock"
"3023",NA,"B002LFAHDW",2009,"Alternative Rock"
"3024",NA,"B002N1AE8W",2009,"Alternative Rock"
"3025",NA,"B002NACYFE",2015,"Alternative Rock"
"3026",NA,"B002NJF99I",2008,"Other"
"3027",NA,"B002NLI1AU",2009,"Folk"
"3028",NA,"B002NQTG5Y",2009,"Other"
"3029",NA,"B002O1QKGQ",2012,"Other"
"3030",NA,"B002OFWFZM",NA,"Folk"
"3031",NA,"B002OGS0SW",NA,"Other"
"3032",NA,"B002OHOECC",2009,"Alternative Rock"
"3033",NA,"B002OHOEFO",2009,"Pop"
"3034",NA,"B002OTLEG4",2012,"Other"
"3035",NA,"B002PCOR1Y",2008,"Other"
"3036",NA,"B002PD7A7Q",2009,"Other"
"3037",NA,"B002POXFQA",2009,"Other"
"3038",NA,"B002QB190Q",2011,"Rap & Hip-Hop"
"3039",NA,"B002QC4EMK",2009,"Other"
"3040",NA,"B002QDR552",2009,"Rap & Hip-Hop"
"3041",NA,"B002QR5XN4",2009,"Pop"
"3042",NA,"B002R9DM8E",2006,"Other"
"3043",NA,"B002TZVH2Y",NA,"Alternative Rock"
"3044",NA,"B002U1ABZG",NA,"Rap & Hip-Hop"
"3045",NA,"B002W1HBIE",2010,"Alternative Rock"
"3046",NA,"B002WIDRM6",2010,"Country"
"3047",NA,"B002WNLLHO",2010,"Pop"
"3048",NA,"B002WPXHV0",2009,"Other"
"3049",NA,"B002WPVO1A",2009,"Other"
"3050",NA,"B002X063LA",2009,"Other"
"3051",NA,"B002X09OFM",2009,"Other"
"3052",NA,"B002Y4ADTI",1993,"Other"
"3053",NA,"B002Y4Z4RE",2010,"Rap & Hip-Hop"
"3054",NA,"B002Y4Z4IS",2010,"Rap & Hip-Hop"
"3055",NA,"B002Y4Z4Q0",2010,"Rap & Hip-Hop"
"3056",NA,"B002Y4Z4H4",2010,"Rap & Hip-Hop"
"3057",NA,"B002ZPIBG8",2010,"Alternative Rock"
"3058",NA,"B002ZTIIXK",2010,"Country"
"3059",NA,"B002ZXMZG2",2010,"Alternative Rock"
"3060",NA,"B0030IXWH2",2010,"Pop"
"3061",NA,"B0030NL8KK",2010,"Country"
"3062",NA,"B0031AV72Q",2010,"Alternative Rock"
"3063",NA,"B00328G4XY",2010,"Pop"
"3064",NA,"B0032CYG9Y",NA,"Other"
"3065",NA,"B00330WKMA",2010,"Other"
"3066",NA,"B00334TSTY",2010,"Other"
"3067",NA,"B00338T5RK",2011,"Pop"
"3068",NA,"B0033B2I4Y",2010,"Other"
"3069",NA,"B0034BW8ZM",2010,"Pop"
"3070",NA,"B003597ORA",2010,"Rap & Hip-Hop"
"3071",NA,"B0036WHM0U",2010,"Pop"
"3072",NA,"B0037B269M",NA,"Other"
"3073",NA,"B0037RBVBK",2010,"Rap & Hip-Hop"
"3074",NA,"B0037W68F4",2010,"Alternative Rock"
"3075",NA,"B0038JH3AU",2010,"Pop"
"3076",NA,"B0039ZEM0W",2010,"Alternative Rock"
"3077",NA,"B003A8LOWM",2010,"Other"
"3078",NA,"B003AO1SVS",2010,"Alternative Rock"
"3079",NA,"B003BGRGAC",2010,"Alternative Rock"
"3080",NA,"B003BQO10U",2010,"Alternative Rock"
"3081",NA,"B003DEE470",2010,"Other"
"3082",NA,"B003DZM54I",NA,"Other"
"3083",NA,"B003IMESBO",2010,"Jazz"
"3084",NA,"B003JYOFIW",2010,"Alternative Rock"
"3085",NA,"B003KUSUG8",2010,"Rap & Hip-Hop"
"3086",NA,"B003MX5ORQ",2010,"Jazz"
"3087",NA,"B003NFM44E",2010,"Rap & Hip-Hop"
"3088",NA,"B003NJVBPS",2010,"Other"
"3089",NA,"B003PBYT5S",2010,"Alternative Rock"
"3090",NA,"B003PBYT9Y",2014,"Pop"
"3091",NA,"B003RDPYCG",2010,"Pop"
"3092",NA,"B003S897UU",2015,"Rap & Hip-Hop"
"3093",NA,"B003TO5MTI",2010,"Pop"
"3094",NA,"B003TT03PQ",NA,"Other"
"3095",NA,"B003TTB0GC",2010,"Other"
"3096",NA,"B003TXKSWK",2010,"Rap & Hip-Hop"
"3097",NA,"B003TZ9BE4",NA,"Other"
"3098",NA,"B003U42ZM4",2010,"Alternative Rock"
"3099",NA,"B003UDBSVE",2010,"Alternative Rock"
"3100",NA,"B003UDBSVY",2010,"Alternative Rock"
"3101",NA,"B003UHIHBE",NA,"Other"
"3102",NA,"B003UJLKF2",NA,"Other"
"3103",NA,"B003UXBLG6",2010,"Pop"
"3104",NA,"B003V5PPZG",2010,"Rap & Hip-Hop"
"3105",NA,"B003VXFZ6W",2010,"Other"
"3106",NA,"B003WTE886",2010,"Country"
"3107",NA,"B003XX2PD6",2010,"Alternative Rock"
"3108",NA,"B003Y3J0K6",2010,"Alternative Rock"
"3109",NA,"B003Y3USS4",2010,"Other"
"3110",NA,"B003Y3XTJO",2010,"Other"
"3111",NA,"B003Y3SQFQ",2010,"Other"
"3112",NA,"B003Y3ZTH4",2010,"Other"
"3113",NA,"B003Y3ZTKG",2010,"Other"
"3114",NA,"B003Y3XTCQ",2010,"Other"
"3115",NA,"B003YK42LQ",2010,"Alternative Rock"
"3116",NA,"B003YK9IOC",2010,"Other"
"3117",NA,"B003ZZAXDG",2010,"Rap & Hip-Hop"
"3118",NA,"B0040318MC",2010,"Alternative Rock"
"3119",NA,"B0040T7B2W",2010,"Alternative Rock"
"3120",NA,"B004124VG2",2010,"Alternative Rock"
"3121",NA,"B0041WLBEC",2010,"Pop"
"3122",NA,"B00420HEF8",2010,"Other"
"3123",NA,"B0042AM4NU",2010,"Pop"
"3124",NA,"B00436GNVC",2010,"Pop"
"3125",NA,"B0043C3DZU",2010,"Pop"
"3126",NA,"B0043ZBIOU",2010,"Other"
"3127",NA,"B0043ZFAIA",2010,"Other"
"3128",NA,"B0043ZDFSW",2010,"Other"
"3129",NA,"B0043ZDU1E",2010,"Other"
"3130",NA,"B0043ZBIQI",2010,"Other"
"3131",NA,"B0044DL9VI",2010,"Pop"
"3132",NA,"B0045NHMJU",NA,"Other"
"3133",NA,"B00468AWDW",2010,"Other"
"3134",NA,"B0046JLTBU",2010,"Rap & Hip-Hop"
"3135",NA,"B0046MVVOM",2010,"Pop"
"3136",NA,"B0047GL56G",2010,"Other"
"3137",NA,"B0047Z72IC",2010,"Pop"
"3138",NA,"B0047ZKGJE",NA,"Other"
"3139",NA,"B0048LDTKK",2010,"Pop"
"3140",NA,"B004948NSO",2012,"Other"
"3141",NA,"B0049FGVV4",2010,"Other"
"3142",NA,"B0049JPUCQ",2011,"Alternative Rock"
"3143",NA,"B0049OSQ0Y",2011,"Alternative Rock"
"3144",NA,"B004AC3HMC",2009,"Other"
"3145",NA,"B004ABYQD2",2010,"Other"
"3146",NA,"B004AE24HO",2011,"Alternative Rock"
"3147",NA,"B004BSHAHI",2010,"Other"
"3148",NA,"B004BSWC0I",2011,"Country"
"3149",NA,"B004CIIXBO",2011,"Pop"
"3150",NA,"B004CTBWXO",2010,"Other"
"3151",NA,"B004D1GZ2E",2011,"Pop"
"3152",NA,"B004DKLVLA",2011,"Alternative Rock"
"3153",NA,"B004DMAZQK",2011,"Alternative Rock"
"3154",NA,"B004E0Z4XK",2011,"Alternative Rock"
"3155",NA,"B004EQCO5U",2011,"Alternative Rock"
"3156",NA,"B004FJHC2Q",2011,"Alternative Rock"
"3157",NA,"B004GHNHVW",2011,"Pop"
"3158",NA,"B004GXOW6K",2009,"Other"
"3159",NA,"B004IA25RO",2011,"Rap & Hip-Hop"
"3160",NA,"B004ID9KGU",2010,"Other"
"3161",NA,"B004IE274Q",NA,"Other"
"3162",NA,"B004IWHAA4",2011,"Alternative Rock"
"3163",NA,"B004J4WQ46",2011,"Alternative Rock"
"3164",NA,"B004K4AUZW",2011,"Pop"
"3165",NA,"B004KZ46WY",2011,"Jazz"
"3166",NA,"B004L49K20",2011,"Alternative Rock"
"3167",NA,"B004L5D5JI",2011,"Alternative Rock"
"3168",NA,"B004LDR79O",2011,"Rap & Hip-Hop"
"3169",NA,"B004LFO0HE",2011,"Rap & Hip-Hop"
"3170",NA,"B004LL1HM4",2011,"Alternative Rock"
"3171",NA,"B004LSJCCE",2011,"Alternative Rock"
"3172",NA,"B004MSRDSS",2011,"Alternative Rock"
"3173",NA,"B004NHRGQW",2011,"Alternative Rock"
"3174",NA,"B004NSULHM",2011,"Alternative Rock"
"3175",NA,"B004NTMNB8",2011,"Alternative Rock"
"3176",NA,"B004NYNGTQ",2011,"Other"
"3177",NA,"B004OAPF6Q",2011,"Alternative Rock"
"3178",NA,"B004P5Z3T4",2011,"Other"
"3179",NA,"B004PNCMTK",2012,"Pop"
"3180",NA,"B004PVH8I2",2011,"Other"
"3181",NA,"B004PVMFC6",NA,"Other"
"3182",NA,"B004QSQM72",2011,"Alternative Rock"
"3183",NA,"B004R0MF0W",2011,"Rap & Hip-Hop"
"3184",NA,"B004RCXUK4",NA,"Other"
"3185",NA,"B004RRVHCC",2011,"Alternative Rock"
"3186",NA,"B004RZTNUM",2011,"Alternative Rock"
"3187",NA,"B004S5JBZ8",2011,"Other"
"3188",NA,"B004S5S83Y",2011,"Other"
"3189",NA,"B004SB60OC",2011,"Pop"
"3190",NA,"B004UBB3KQ",2011,"Alternative Rock"
"3191",NA,"B004UBU9DI",2011,"Other"
"3192",NA,"B004VLGQSY",NA,"Other"
"3193",NA,"B004W9CG5W",2011,"Alternative Rock"
"3194",NA,"B004XE0P5E",2011,"Alternative Rock"
"3195",NA,"B004XIQDYW",2011,"Alternative Rock"
"3196",NA,"B004Y6CUKO",2011,"Alternative Rock"
"3197",NA,"B004YMRRM4",NA,"Other"
"3198",NA,"B004ZEKCRI",2011,"Alternative Rock"
"3199",NA,"B004ZIH70E",2011,"Other"
"3200",NA,"B004ZQBOXC",2011,"Pop"
"3201",NA,"B0050CJNJ2",2011,"Country"
"3202",NA,"B0050N8O7I",2011,"Other"
"3203",NA,"B00518HAQI",2011,"Alternative Rock"
"3204",NA,"B0051QJ9EG",NA,"Other"
"3205",NA,"B0051QJ87Y",NA,"Other"
"3206",NA,"B0051QK8PU",NA,"Other"
"3207",NA,"B0051QU0M6",2011,"Other"
"3208",NA,"B0053ERWGI",2011,"Pop"
"3209",NA,"B0053FP1PQ",2011,"Alternative Rock"
"3210",NA,"B005636AJQ",2011,"Other"
"3211",NA,"B005636AFU",2011,"Other"
"3212",NA,"B005775NXK",2011,"Alternative Rock"
"3213",NA,"B0057UVLVK",2011,"Other"
"3214",NA,"B0057UVMG4",2011,"Other"
"3215",NA,"B0059H09DC",2011,"Other"
"3216",NA,"B005AJ8A94",2011,"Other"
"3217",NA,"B005BJ7Y54",2011,"Alternative Rock"
"3218",NA,"B005D5MA3W",2011,"Other"
"3219",NA,"B005DCAECE",NA,"Other"
"3220",NA,"B005DEVH50",2011,"Pop"
"3221",NA,"B005E7ANU6",2011,"Alternative Rock"
"3222",NA,"B005EHNEDO",2011,"Alternative Rock"
"3223",NA,"B005ELQVGW",2011,"Alternative Rock"
"3224",NA,"B005EMNL4G",2011,"Alternative Rock"
"3225",NA,"B005F1WJ62",2011,"Other"
"3226",NA,"B005F6NA56",2011,"Alternative Rock"
"3227",NA,"B005GXPSO4",2011,"Alternative Rock"
"3228",NA,"B005HI7NP0",2011,"Pop"
"3229",NA,"B005HWUBUK",2011,"Pop"
"3230",NA,"B005I0C4I8",NA,"Other"
"3231",NA,"B005I0DM52",2011,"Other"
"3232",NA,"B005I4UM1K",2011,"Pop"
"3233",NA,"B005IKZ2W8",2011,"Other"
"3234",NA,"B005IVUWVS",2011,"Other"
"3235",NA,"B005IXKMNO",2011,"Other"
"3236",NA,"B005LAZOZU",NA,"Other"
"3237",NA,"B005LAZP18",NA,"Other"
"3238",NA,"B005LMEFQC",2011,"Other"
"3239",NA,"B005LMEFEY",2011,"Other"
"3240",NA,"B005LTB1P8",NA,"Other"
"3241",NA,"B005M2UBE6",NA,"Other"
"3242",NA,"B005MVR6CM",2011,"Alternative Rock"
"3243",NA,"B005NMAX8E",2011,"Other"
"3244",NA,"B005NVXS2I",NA,"Other"
"3245",NA,"B005OBMQAW",2011,"Pop"
"3246",NA,"B005QIBP82",2011,"Other"
"3247",NA,"B005QJZ5FA",2012,"Alternative Rock"
"3248",NA,"B005RVXYMI",2011,"Other"
"3249",NA,"B005T166VC",2011,"Other"
"3250",NA,"B005T18DB8",NA,"Other"
"3251",NA,"B005TD312W",2011,"Other"
"3252",NA,"B005VD8G7A",NA,"Other"
"3253",NA,"B005VPSEVG",2011,"Other"
"3254",NA,"B005W3G2RA",2011,"Other"
"3255",NA,"B005XOPFWQ",2011,"Other"
"3256",NA,"B0060BHDVC",2011,"Other"
"3257",NA,"B0062WV57W",2007,"Other"
"3258",NA,"B0062WV70W",2007,"Other"
"3259",NA,"B0062Y9DCY",2012,"Alternative Rock"
"3260",NA,"B0067DA11M",2012,"Other"
"3261",NA,"B0067FGYGQ",2012,"Alternative Rock"
"3262",NA,"B0067LY4WG",2012,"Folk"
"3263",NA,"B00689J5PI",2011,"Other"
"3264",NA,"B0068N92P2",2011,"Other"
"3265",NA,"B006AR2D1G",NA,"Other"
"3266",NA,"B006BXTU6A",2011,"Other"
"3267",NA,"B006G8WWAG",2011,"Other"
"3268",NA,"B006GH6HSK",2012,"Alternative Rock"
"3269",NA,"B006HH5Z8W",2012,"Alternative Rock"
"3270",NA,"B006HH614O",2012,"Alternative Rock"
"3271",NA,"B006LQQ1GE",2012,"Alternative Rock"
"3272",NA,"B006LWT3FO",NA,"Other"
"3273",NA,"B006M4RN3U",2012,"Alternative Rock"
"3274",NA,"B006M6W0AY",2011,"Other"
"3275",NA,"B006NO03UE",2012,"Alternative Rock"
"3276",NA,"B006OAB2WK",2012,"Alternative Rock"
"3277",NA,"B006OAMVQ6",2012,"Other"
"3278",NA,"B006OITIWS",2012,"Other"
"3279",NA,"B006Q77W8Y",2012,"Other"
"3280",NA,"B006UFH5JS",2012,"Country"
"3281",NA,"B006UFH4N0",2012,"Alternative Rock"
"3282",NA,"B006VE678S",2012,"Alternative Rock"
"3283",NA,"B006VRG3K2",2012,"Other"
"3284",NA,"B006VRGLZY",2012,"Other"
"3285",NA,"B006WWTJJ8",2012,"Alternative Rock"
"3286",NA,"B006X9GEW0",NA,"Other"
"3287",NA,"B006ZZANG0",2012,"Pop"
"3288",NA,"B0072IVGRY",2012,"Alternative Rock"
"3289",NA,"B0074EIQS8",2012,"Alternative Rock"
"3290",NA,"B0074EIQQU",2012,"Alternative Rock"
"3291",NA,"B0074MZSPO",2012,"Pop"
"3292",NA,"B0075MFS9Y",2012,"Alternative Rock"
"3293",NA,"B0076QWBJY",2012,"Other"
"3294",NA,"B0078ZC5JE",NA,"Other"
"3295",NA,"B007B6VOII",2012,"Other"
"3296",NA,"B007B6VOO2",2012,"Other"
"3297",NA,"B007BZM30M",NA,"Other"
"3298",NA,"B007CKNX28",2012,"Alternative Rock"
"3299",NA,"B007DIQAXI",2012,"Alternative Rock"
"3300",NA,"B007EM6FTW",2012,"Pop"
"3301",NA,"B007F1Q7HC",2012,"Alternative Rock"
"3302",NA,"B007FNN9BW",2012,"Other"
"3303",NA,"B007HRXJVG",2012,"Alternative Rock"
"3304",NA,"B007IPAOJW",2012,"Alternative Rock"
"3305",NA,"B007JOM5XA",2012,"Other"
"3306",NA,"B007LNJ3YS",2012,"Alternative Rock"
"3307",NA,"B007M43HPM",2012,"Other"
"3308",NA,"B007M45QRE",2012,"Other"
"3309",NA,"B007MDQW3C",2012,"Alternative Rock"
"3310",NA,"B007PAANYG",2012,"Pop"
"3311",NA,"B007PSPRVM",2012,"Other"
"3312",NA,"B007PXNUMU",2012,"Alternative Rock"
"3313",NA,"B007PXZCP8",2012,"Other"
"3314",NA,"B007QXXS80",2012,"Other"
"3315",NA,"B007RI58VE",2012,"Other"
"3316",NA,"B007RJJTTU",2012,"Alternative Rock"
"3317",NA,"B007RX32XK",2012,"Alternative Rock"
"3318",NA,"B007U20ZQA",NA,"Other"
"3319",NA,"B007U732B0",2012,"Other"
"3320",NA,"B007USNOUS",2012,"Other"
"3321",NA,"B007V1VS1G",2012,"Alternative Rock"
"3322",NA,"B007VDWGJW",2012,"Alternative Rock"
"3323",NA,"B007VF2PAA",2012,"Other"
"3324",NA,"B007X2N4XI",2012,"Other"
"3325",NA,"B007YVUE8Q",2012,"Other"
"3326",NA,"B00817PG30",2012,"Alternative Rock"
"3327",NA,"B0081PHZ4K",2012,"Other"
"3328",NA,"B0083EM24C",2012,"Alternative Rock"
"3329",NA,"B0083EYA74",2012,"Other"
"3330",NA,"B0083EYC4A",2012,"Other"
"3331",NA,"B00849J6M2",2012,"Other"
"3332",NA,"B0084O30TC",2012,"Other"
"3333",NA,"B0088XX3VY",NA,"Other"
"3334",NA,"B0089H3HW4",2012,"Other"
"3335",NA,"B008A40XWS",2012,"Alternative Rock"
"3336",NA,"B008AU7F3C",2012,"Alternative Rock"
"3337",NA,"B008AV39AO",2012,"Other"
"3338",NA,"B008B0WOQO",2012,"Pop"
"3339",NA,"B008B11R1Q",2012,"Alternative Rock"
"3340",NA,"B008B3H6M8",2012,"Other"
"3341",NA,"B008BDZOXQ",2012,"Alternative Rock"
"3342",NA,"B008BUFQY6",2012,"Other"
"3343",NA,"B008C0ZJRY",2012,"Other"
"3344",NA,"B008DVJMAW",2012,"Country"
"3345",NA,"B008FTAB98",NA,"Other"
"3346",NA,"B008G12ERC",2012,"Alternative Rock"
"3347",NA,"B008G25HZC",2012,"Other"
"3348",NA,"B008GX2YQQ",2012,"Alternative Rock"
"3349",NA,"B008IH2MY4",2012,"Alternative Rock"
"3350",NA,"B008IMYJNQ",2012,"Other"
"3351",NA,"B008IXPZEM",2012,"Other"
"3352",NA,"B008JFC6F0",2012,"Alternative Rock"
"3353",NA,"B008K7WCJM",2016,"Alternative Rock"
"3354",NA,"B008K9SG9K",2012,"Alternative Rock"
"3355",NA,"B008KWHKGM",2012,"Alternative Rock"
"3356",NA,"B008NEVP1S",2012,"Pop"
"3357",NA,"B008QWPGUI",2012,"Other"
"3358",NA,"B008R3EYD6",2012,"Alternative Rock"
"3359",NA,"B008RYN44U",2012,"Alternative Rock"
"3360",NA,"B008U8I380",2012,"Other"
"3361",NA,"B008UTV73W",2012,"Pop"
"3362",NA,"B008VNCPQK",2012,"Other"
"3363",NA,"B008XBRV6Y",NA,"Other"
"3364",NA,"B008XCJ0KI",2012,"Other"
"3365",NA,"B008YEX4G6",2012,"Alternative Rock"
"3366",NA,"B0090OPBTC",2012,"Rap & Hip-Hop"
"3367",NA,"B0091G7BEC",2012,"Pop"
"3368",NA,"B00936A21O",2012,"Pop"
"3369",NA,"B00940XGHG",2012,"Other"
"3370",NA,"B00970FKQ8",2012,"Other"
"3371",NA,"B0098X06XQ",2012,"Other"
"3372",NA,"B0099G6UPU",2012,"Other"
"3373",NA,"B009B1UZ7C",2013,"Alternative Rock"
"3374",NA,"B009BKTUMY",2012,"Other"
"3375",NA,"B009BKTU9C",2012,"Other"
"3376",NA,"B009D9L77Y",2012,"Other"
"3377",NA,"B009EANFQ8",2012,"Other"
"3378",NA,"B009G3T1J8",2012,"Other"
"3379",NA,"B009G78HXA",2012,"Other"
"3380",NA,"B009G78G2C",2012,"Other"
"3381",NA,"B009G78GRW",2012,"Other"
"3382",NA,"B009G8GTFM",2012,"Other"
"3383",NA,"B009J6QEKG",2012,"Other"
"3384",NA,"B009JDTS48",2012,"Other"
"3385",NA,"B009JDUXWY",2012,"Other"
"3386",NA,"B009KGKF3M",2012,"Other"
"3387",NA,"B009KGKE0Q",NA,"Other"
"3388",NA,"B009KU6NFC",NA,"Other"
"3389",NA,"B009KUAOH0",2012,"Other"
"3390",NA,"B009L5EOCU",2012,"Other"
"3391",NA,"B009O6TB0Q",2012,"Other"
"3392",NA,"B009PEKSWC",2012,"Other"
"3393",NA,"B009PHQ9OA",2013,"Alternative Rock"
"3394",NA,"B009RFIVXC",2013,"Alternative Rock"
"3395",NA,"B009RRNIO2",NA,"Other"
"3396",NA,"B009TZC03W",2012,"Other"
"3397",NA,"B009XC8R42",2012,"Rap & Hip-Hop"
"3398",NA,"B009XC8Q6Q",2012,"Rap & Hip-Hop"
"3399",NA,"B009Y2KRIA",2012,"Other"
"3400",NA,"B009Y4FXT6",2012,"Other"
"3401",NA,"B009Y8EGCC",2012,"Other"
"3402",NA,"B009Y8EB5E",2012,"Other"
"3403",NA,"B009YU718Q",NA,"Other"
"3404",NA,"B00A1XIXKK",2013,"Alternative Rock"
"3405",NA,"B00A2YJQK4",NA,"Other"
"3406",NA,"B00A3AX9VY",2012,"Other"
"3407",NA,"B00A3OT5A4",2012,"Other"
"3408",NA,"B00A3OTU5O",2012,"Other"
"3409",NA,"B00A4EDAN6",2013,"Alternative Rock"
"3410",NA,"B00A50PDDY",2013,"Alternative Rock"
"3411",NA,"B00A6RVRXG",2013,"Alternative Rock"
"3412",NA,"B00A7ZX0GE",2012,"Other"
"3413",NA,"B00A7ZWXIA",2012,"Other"
"3414",NA,"B00A7ZWW3G",2012,"Other"
"3415",NA,"B00AA0TZTW",2013,"Pop"
"3416",NA,"B00AAJFAP6",2012,"Other"
"3417",NA,"B00AALKUVI",2012,"Other"
"3418",NA,"B00ADYYF6S",2012,"Other"
"3419",NA,"B00AF6B0VM",2013,"Alternative Rock"
"3420",NA,"B00AF6PILU",2012,"Other"
"3421",NA,"B00AG6Z5U8",2013,"Alternative Rock"
"3422",NA,"B00AHXDKO8",2012,"Other"
"3423",NA,"B00AHXIDNQ",2012,"Other"
"3424",NA,"B00AHXIDA4",2012,"Other"
"3425",NA,"B00AHXICXW",2012,"Other"
"3426",NA,"B00AHXDGBA",2012,"Other"
"3427",NA,"B00AHXIEFS",2012,"Other"
"3428",NA,"B00AIFTHFG",2013,"Alternative Rock"
"3429",NA,"B00AIGPIZI",2012,"Other"
"3430",NA,"B00AJ3TMSE",2013,"Alternative Rock"
"3431",NA,"B00AJ3TNRE",2013,"Alternative Rock"
"3432",NA,"B00AJRQP58",2012,"Other"
"3433",NA,"B00AN1IH1K",NA,"Other"
"3434",NA,"B00AQUUCNO",2013,"Other"
"3435",NA,"B00ASYVFEI",2013,"Other"
"3436",NA,"B00AVFGBES",2013,"Other"
"3437",NA,"B00B0NEH8C",NA,"Other"
"3438",NA,"B00B0POQ1I",2013,"Other"
"3439",NA,"B00B10X9BK",2013,"Alternative Rock"
"3440",NA,"B00B165ELW",2013,"Other"
"3441",NA,"B00B2IL2H4",2013,"Other"
"3442",NA,"B00B3BE4Z2",2013,"Other"
"3443",NA,"B00B6QWWE4",2013,"Other"
"3444",NA,"B00B7LYJYE",2013,"Alternative Rock"
"3445",NA,"B00B80UFA6",2013,"Other"
"3446",NA,"B00B8P33AU",2013,"Other"
"3447",NA,"B00B928370",2013,"Other"
"3448",NA,"B00B97TNVU",2013,"Other"
"3449",NA,"B00BB22GQM",2013,"Alternative Rock"
"3450",NA,"B00BDSRER0",2013,"Alternative Rock"
"3451",NA,"B00BEFKCYE",2013,"Other"
"3452",NA,"B00BEKM08K",2013,"Other"
"3453",NA,"B00BEOYPCK",2013,"Alternative Rock"
"3454",NA,"B00BF3AVPA",2013,"Alternative Rock"
"3455",NA,"B00BFI7RV6",2013,"Other"
"3456",NA,"B00BFI1M6M",2013,"Other"
"3457",NA,"B00BHL4KP2",2013,"Other"
"3458",NA,"B00BI6SSMC",2013,"Alternative Rock"
"3459",NA,"B00BLSJI80",2013,"Pop"
"3460",NA,"B00BQ1DAQI",2013,"Alternative Rock"
"3461",NA,"B00BTKDYOO",2013,"Other"
"3462",NA,"B00BTZNEZS",2013,"Other"
"3463",NA,"B00BWLKT9I",2013,"Pop"
