"","title","asin","genre","year","price","recommendation","sim"
"5050","Brighten The Corners","B00000JHAR","Alternative Rock",1999,12.97,"Wowee Zowee: Sordid Sentinels Edition",0.508988689567242
"5051","Mercy Mercy Mercy","B000005GY5","Jazz",1995,10.23,"Cannonball Takes Charge",0.508973166975675
"5052","Cannonball Takes Charge","B000069HG4","Jazz",2002,10.49,"Mercy Mercy Mercy",0.508973166975675
"5053","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Duets",0.508956319037555
"5054","Duets","B000002OQ6","Pop",1993,7.99,"The Captain and the Kid",0.508956319037555
"5055","Stadium Arcadium","B000EMGAOY","Alternative Rock",2006,11.88,"Californication",0.508820036242381
"5056","Californication","B00000J7JO","Alternative Rock",1999,6.88,"Stadium Arcadium",0.508820036242381
"5057","Ken Burns JAZZ Collection: Ornette Coleman","B000050HVX","Jazz",2000,3.99,"Avant-Garde",0.508791586286072
"5058","Avant-Garde","B000002JJU","Jazz",1990,13.97,"Ken Burns JAZZ Collection: Ornette Coleman",0.508791586286072
"5059","Hit to Death in the Future Head","B000002LSO","Alternative Rock",1992,12.98,"At War With the Mystics",0.508734596968664
"5060","At War With the Mystics","B000EGDNCW","Alternative Rock",2006,8.99,"Hit to Death in the Future Head",0.508734596968664
"5061","Slaves &amp; Masters","B000007NZO","Pop",1990,11.9,"Machine Head",0.50858459275201
"5062","Machine Head","B000002KHB","Pop",1989,11.48,"Slaves &amp; Masters",0.50858459275201
"5063","Vulnerable","B000001ANM","Blues",1997,35.97,"Trouble Man",0.508565345814868
"5064","Trouble Man","B0000060NH","Blues",1998,7.23,"Vulnerable",0.508565345814868
"5065","Madman Across the Water","B000001EGC","Folk",1996,4.99,"Breaking Hearts",0.508559307243135
"5066","Breaking Hearts","B00002621U","Pop",1984,14.54,"Madman Across the Water",0.508559307243135
"5067","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Madman Across the Water",0.508559307243135
"5068","Buck The World","B000JJRINO","Rap & Hip-Hop",2007,11.18,"Beg for Mercy",0.50852412843049
"5069","Beg for Mercy","B0000TAZS8","Rap & Hip-Hop",2016,8.2,"Buck The World",0.50852412843049
"5070","Lovesexy","B000002LE6","Alternative Rock",1988,16.35,"Diamonds and Pearls",0.508502698084839
"5071","Diamonds and Pearls","B000002L8Z","Pop",1991,9.89,"Lovesexy",0.508502698084839
"5072","Thankful","B000002R26","Blues",1996,6.99,"Snowfall on the Sahara",0.508258576558231
"5073","Snowfall on the Sahara","B00000JC68","Jazz",1999,7.99,"Thankful",0.508258576558231
"5074","Push Barman to Open Old Wounds","B0008FPIRC","Alternative Rock",2005,13.49,"Fold Your Hands Child You Walk Like a Peasant",0.507980567953301
"5075","Fold Your Hands Child You Walk Like a Peasant","B00004T8ZB","Alternative Rock",2002,12.99,"Push Barman to Open Old Wounds",0.507980567953301
"5076","The Otis Redding Dictionary Of Soul : Complete &amp; Unbelievable","B000002JO2","Blues",1991,20.78,"Pain In My Heart",0.507919982039415
"5077","Pain In My Heart","B000002IH3","Pop",1991,13.98,"The Otis Redding Dictionary Of Soul : Complete &amp; Unbelievable",0.507919982039415
"5078","Fruitcakes","B000002OS8","Country",1994,18.98,"A1a",0.507771735792199
"5079","A1a","B000002NYW","Country",1988,16.97,"Fruitcakes",0.507771735792199
"5080","T.H.U.G.S.","B0000024LT","Rap & Hip-Hop",1996,9.49,"Btnhresurrection",0.507742548797559
"5081","Btnhresurrection","B00004OCFE","Pop",2004,11.22,"T.H.U.G.S.",0.507742548797559
"5082","The Hard Way","B000006YE9","Country",2007,11.72,"I Feel Alright",0.50770467427274
"5083","I Feel Alright","B000002N61","Country",1996,9.49,"The Hard Way",0.50770467427274
"5084","Power &amp; Glory","B000006YYM","Pop",2004,31.99,"Free Hand",0.507537484702184
"5085","Free Hand","B000002R9X","Pop",1992,6.99,"Power &amp; Glory",0.507537484702184
"5086","Niggaz4life","B00006JJ1P","Rap & Hip-Hop",2002,8.98,"Amerikkkas Most Wanted",0.507468364975094
"5087","Amerikkkas Most Wanted","B000003B6X","Rap & Hip-Hop",1990,14.98,"Niggaz4life",0.507468364975094
"5088","Amerikkkas Most Wanted","B00008BL44","Rap & Hip-Hop",2015,12.43,"Niggaz4life",0.507468364975094
"5089","Wu-Tang Forever","B000002WYW","Rap & Hip-Hop",1997,16.99,"Uncontrolled Substance",0.50744049288319
"5090","Uncontrolled Substance","B00000K073","Blues",1999,16.56,"Wu-Tang Forever",0.50744049288319
"5091","Tigermilk","B00000I9MK","Alternative Rock",2002,10.44,"Dear Catastrophe Waitress",0.507412793897391
"5092","Dear Catastrophe Waitress","B0000CBHQ1","Alternative Rock",2014,6,"Tigermilk",0.507412793897391
"5093","Prince","B000002KKN","Pop",2008,5.99,"Lovesexy",0.507399258322461
"5094","Lovesexy","B000002LE6","Alternative Rock",1988,16.35,"Prince",0.507399258322461
"5095","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"Elton John - Greatest Hits 1976-1986",0.507364195725947
"5096","Elton John - Greatest Hits 1976-1986","B000002OMJ","Folk",1992,7.72,"Sleeping With the Past",0.507364195725947
"5097","Pimpalation","B000F0UV2M","Rap & Hip-Hop",2013,17.99,"Dirty Money",0.507130797624991
"5098","Dirty Money","B00002EPH8","Rap & Hip-Hop",2001,10.27,"Pimpalation",0.507130797624991
"5099","The Spirit Room","B00005M987","Alternative Rock",2001,6.69,"Michel'Le",0.507082603349693
"5100","Michel'Le","B000002JN6","Rap & Hip-Hop",1989,12.98,"The Spirit Room",0.507082603349693
"5101","Complete Duets Collection","B00005RIK5","Blues",2001,19.88,"The Best of Marvin Gaye Motown Anthology Series",0.507049068827908
"5102","MOVEMENT IN STILL LIFE","B00002MU53","Rock",1999,17.49,"Emotional Technology",0.507001277810555
"5103","Emotional Technology","B0000A5A0K","Pop",2010,9.74,"MOVEMENT IN STILL LIFE",0.507001277810555
"5104","This Girl's in Love With You","B00000335J","Blues",1993,9.49,"The Very Best of Aretha Franklin: Vol.2 The 70's",0.506996028024047
"5105","Woman I Am","B000002LM7","Blues",1992,9.49,"What'Cha Gonna Do for Me",0.506974286861203
"5106","What'Cha Gonna Do for Me","B0000071C3","Blues",1996,14.12,"Woman I Am",0.506974286861203
"5107","True Story","B0002L57OG","Rap & Hip-Hop",2004,7.49,"All Or Nothing  Explicit Version",0.506951326367138
"5108","Pretender","B000002GVW","Folk",1990,7.98,"Jackson Browne Saturate Before Using",0.50694934390177
"5109","Farewell Andromeda","B000002W7W","Country",1990,10.99,"Country Roads Collection",0.50682930940483
"5110","Country Roads Collection","B000002X27","Country",1997,34.99,"Farewell Andromeda",0.50682930940483
"5111","Walk Witt Me","B0000BWVO9","Rap & Hip-Hop",2003,9.49,"Gangster &amp; A Gentleman",0.506803372824524
"5112","Gangster &amp; A Gentleman","B000068TND","Rap & Hip-Hop",2002,8.71,"Walk Witt Me",0.506803372824524
"5113","Francis Albert Sinatra &amp; Antonio Carlos Jobim","B000002K9P","Jazz",2000,9.49,"Antonio Carlos Jobim's Finest Hour",0.506375206966305
"5114","Antonio Carlos Jobim's Finest Hour","B00004TWRR","Jazz",2000,12.56,"Francis Albert Sinatra &amp; Antonio Carlos Jobim",0.506375206966305
"5115","Thug Lord: New Testament","B00005AKI6","Rap & Hip-Hop",2001,10.99,"Thugged Out: Albulation",0.506141459782688
"5116","Thugged Out: Albulation","B00000DG18","Rap & Hip-Hop",1999,19.17,"Thug Lord: New Testament",0.506141459782688
"5117","Terrorist Threats","B0000UJLJG","Rap & Hip-Hop",2003,13.55,"Laugh Now Cry Later",0.50593705568884
"5118","Laugh Now Cry Later","B000FILWFY","Rap & Hip-Hop",2006,16.93,"Terrorist Threats",0.50593705568884
"5119","Money, Power &amp; Respect","B0000039QI","Blues",1998,11.92,"Kiss the Game Goodbye",0.50592799845748
"5120","Kiss the Game Goodbye","B00005AKC0","Rap & Hip-Hop",2001,10.81,"Money, Power &amp; Respect",0.50592799845748
"5121","Under the Pink","B000002IXU","Alternative Rock",1994,12.25,"Hey Jupiter",0.505516562556447
"5122","Hey Jupiter","B000002JBB","Alternative Rock",2013,12.95,"Under the Pink",0.505516562556447
"5123","Still Crazy After All These Years","B000002LBY","Folk",1990,19.36,"Bridge Over Troubled Water",0.505507861005014
"5124","Bridge Over Troubled Water","B0000024UX","Folk",1990,12.22,"Still Crazy After All These Years",0.505507861005014
"5125","Outskirts","B000003MU1","Alternative Rock",1995,13.98,"Casino",0.505448972725316
"5126","Casino","B000003MU3","Alternative Rock",1995,23.96,"Outskirts",0.505448972725316
"5127","One Night Only","B000051Y1V","Folk",2000,13.78,"Breaking Hearts",0.505395862381084
"5128","Breaking Hearts","B00002621U","Pop",1984,14.54,"One Night Only",0.505395862381084
"5129","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"One Night Only",0.505395862381084
"5130","What Time Is It","B000002KXX","Blues",1987,7.98,"Ice Cream Castle",0.50537727401703
"5131","Ice Cream Castle","B000002L66","Blues",1985,5,"What Time Is It",0.50537727401703
"5132","Jazzmatazz, Vol. 1","B000003JBM","Jazz",1993,10.05,"Jazzmatazz 2",0.505350575607346
"5133","Jazzmatazz 2","B000003JD7","Blues",1995,13.18,"Jazzmatazz, Vol. 1",0.505350575607346
"5134","Tp-2.Com","B00004WIZA","Rap & Hip-Hop",2000,8,"R Kelly",0.505344145902485
"5135","R Kelly","B00000053B","Pop",1995,12.49,"Tp-2.Com",0.505344145902485
"5136","The Very Best of Aretha Franklin: The 60's","B00000337Z","Blues",1994,7.88,"Aretha in Paris",0.50528982082933
"5137","Aretha in Paris","B0000033FZ","Pop",1994,15.39,"The Very Best of Aretha Franklin: The 60's",0.50528982082933
"5138","True Story","B0002L57OG","Rap & Hip-Hop",2004,7.49,"Loyalty Explicit version",0.505262799845575
"5139","Remixed","B00005K2WC","Alternative Rock",2001,8.99,"Mirrorball",0.505169835279801
"5140","Mirrorball","B00000IOSU","Alternative Rock",1999,9.99,"Remixed",0.505169835279801
"5141","Royal Scam","B000002PD8","Pop",1990,10.75,"Gaucho",0.505073988584647
"5142","Gaucho","B000007SIN","Pop",1997,8.99,"Royal Scam",0.505073988584647
"5143","Too Hard to Swallow","B0000004ZO","Blues",1992,9.91,"Super Tight",0.504984089646024
"5144","Super Tight","B00000050N","Rap & Hip-Hop",1994,9.99,"Too Hard to Swallow",0.504984089646024
"5145","Train a Comin","B000002NAV","Country",1997,7.98,"Ain't Ever Satisfied: The Steve Earle Collection",0.504931415859978
"5146","Ain't Ever Satisfied: The Steve Earle Collection","B000002PFV","Country",1996,22.35,"Train a Comin",0.504931415859978
"5147","Retaliation Revenge &amp; Get Back","B0000064QN","Blues",1998,29,"Against The Grain",0.504892184663179
"5148","Against The Grain","B0001KL5C6","Rap & Hip-Hop",2009,16.56,"Retaliation Revenge &amp; Get Back",0.504892184663179
"5149","The Dynasty: Roc La Familia 2000","B000050HS9","Rap & Hip-Hop",2000,13.42,"Blueprint",0.504891569913394
"5150","Blueprint","B00005O54Q","Rap & Hip-Hop",2001,11.38,"The Dynasty: Roc La Familia 2000",0.504891569913394
"5151","Windsong","B000001U4Y","Country",1997,7.27,"Country Roads Collection",0.504868411348338
"5152","Country Roads Collection","B000002X27","Country",1997,34.99,"Windsong",0.504868411348338
"5153","Body Talk","B0000026TQ","Jazz",1989,4.99,"Best Of George Benson: The Instrumentals",0.504727783460822
"5154","Best Of George Benson: The Instrumentals","B000002NGP","Jazz",1997,13.55,"Body Talk",0.504727783460822
"5155","Still Crazy After All These Years","B000002LBY","Folk",1990,19.36,"Graceland",0.504642516783265
"5156","Graceland","B000002NBY","Folk",1997,6.98,"Still Crazy After All These Years",0.504642516783265
"5157","The Man Who","B000046PZM","Alternative Rock",2000,9.49,"Good Feeling",0.504604609500586
"5158","Good Feeling","B000002BZD","Alternative Rock",1997,6.99,"The Man Who",0.504604609500586
"5159","Queensbridge's Finest: The Album","B000051XYT","Rap & Hip-Hop",2000,19.99,"Hip Hop Is Dead",0.504476549814966
"5160","Hip Hop Is Dead","B000JVSZIY","Rap & Hip-Hop",2006,6.88,"Queensbridge's Finest: The Album",0.504476549814966
"5161","Moment of Truth","B000006041","Rap & Hip-Hop",1998,12.47,"Jazzmatazz, Vol. 1",0.504470719926143
"5162","Jazzmatazz, Vol. 1","B000003JBM","Jazz",1993,10.05,"Moment of Truth",0.504470719926143
"5163","The Trinity Session","B000002WCL","Alternative Rock",1988,17.99,"Pale Sun Crescent Moon",0.50434868530109
"5164","Pale Sun Crescent Moon","B000002WPK","Alternative Rock",1993,3.99,"The Trinity Session",0.50434868530109
"5165","This Girl's in Love With You","B00000335J","Blues",1993,9.49,"Spirit in the Dark",0.504332535657497
"5166","Spirit in the Dark","B00000335K","Blues",1993,16.56,"This Girl's in Love With You",0.504332535657497
"5167","Living &amp; Dying in 3/4 Time","B000002PBH","Country",1989,7.5,"Hot Water",0.504259624480843
"5168","Hot Water","B000002PH8","Country",1988,7.48,"Living &amp; Dying in 3/4 Time",0.504259624480843
"5169","Peachtree Road","B00061X95Q","Folk",2007,17.75,"Breaking Hearts",0.5041646953138
"5170","Breaking Hearts","B00002621U","Pop",1984,14.54,"Peachtree Road",0.5041646953138
"5171","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Peachtree Road",0.5041646953138
"5172","Your Secret Love","B000002BHM","Blues",1996,4.22,"Night I Fell in Love",0.504067706426605
"5173","Night I Fell in Love","B000002631","Blues",1990,6.94,"Your Secret Love",0.504067706426605
"5174","George Benson Cookbook","B00005IBGM","Jazz",2001,19.99,"Body Talk",0.504049560815706
"5175","Body Talk","B0000026TQ","Jazz",1989,4.99,"George Benson Cookbook",0.504049560815706
"5176","King for a Day Fool for a Lifetime","B000002MTI","Alternative Rock",1995,11.12,"Irony Is a Dead Scene",0.503829940474773
"5177","Irony Is a Dead Scene","B00006BXJY","Alternative Rock",2008,10.77,"King for a Day Fool for a Lifetime",0.503829940474773
"5178","Spirit in the Dark","B00000335K","Blues",1993,16.56,"Get It Right",0.503787150557752
"5179","Get It Right","B000007QF0","Pop",1998,33.3,"Spirit in the Dark",0.503787150557752
"5180","Talking Book","B00004S36A","Rock",2000,15.47,"Signed Sealed Delivered",0.503543869475463
"5181","Signed Sealed Delivered","B000001ADD","Rock",1989,10.18,"Talking Book",0.503543869475463
"5182","Three Friends","B0000024ZC","Pop",NA,31.4,"Playing the Fool: Official Live Gentle Giant",0.503516821404216
"5183","Playing the Fool: Official Live Gentle Giant","B000002R0O","Pop",1996,12.49,"Three Friends",0.503516821404216
"5184","The Big Eyeball in the Sky","B0002VJW92","Alternative Rock",2004,14.62,"Sailing the Seas of Cheese",0.503422452223975
"5185","Sailing the Seas of Cheese","B000001Y57","Alternative Rock",NA,7.29,"The Big Eyeball in the Sky",0.503422452223975
"5186","Innocent Age","B0000025NJ","Folk",1985,18.52,"Captured Angel",0.503356757929985
"5187","Captured Angel","B00000254I","Folk",1990,7.92,"Innocent Age",0.503356757929985
"5188","Trill","B000AGTQKY","Rap & Hip-Hop",2013,14.99,"Ridin Dirty",0.503336697542781
"5189","Ridin Dirty","B00000053Q","Blues",1996,9.24,"Trill",0.503336697542781
"5190","Sparkle","B0000032Y0","Blues",1992,7.99,"Aretha Live at Fillmore West",0.50328925812615
"5191","Aretha Live at Fillmore West","B00000335L","Blues",1993,22.29,"Sparkle",0.50328925812615
"5192","Sex &amp; Violence","B0000004YH","Blues",1992,9.99,"Krs-One",0.503259619818992
"5193","Krs-One","B00000052Y","Pop",1995,12.99,"Sex &amp; Violence",0.503259619818992
"5194","Preemptive Strike","B000005DQU","Pop",1998,12.7,"Endtroducing.....",0.503220300384673
"5195","Endtroducing.....","B000005DQQ","Rap & Hip-Hop",1996,25.99,"Preemptive Strike",0.503220300384673
"5196","Painted From Memory","B00000AFFF","Alternative Rock",1998,11.08,"All This Useless Beauty",0.503107983881329
"5197","All This Useless Beauty","B000002N5X","Alternative Rock",1996,16.97,"Painted From Memory",0.503107983881329
"5198","Long Distance Voyager","B000001F5Y","Pop",1986,7.38,"A Question of Balance",0.503081225489325
"5199","A Question of Balance","B000001F6A","Pop",1987,17.99,"Long Distance Voyager",0.503081225489325
"5200","Triumph","B0000025IA","Blues",1990,11.95,"The Jacksons Live",0.502972375801972
"5201","The Jacksons Live","B0000025OA","Blues",1990,5.99,"Triumph",0.502972375801972
"5202","Ruby Vroom","B000002MUG","Alternative Rock",1994,11.99,"Irresistible Bliss",0.502795979384487
"5203","Irresistible Bliss","B000002N56","Alternative Rock",1996,9.49,"Ruby Vroom",0.502795979384487
"5204","Too Hot to Handle","B0000025A7","Pop",1990,20.95,"Central Heating",0.502539902537956
"5205","Central Heating","B0000025CM","Blues",1995,21.95,"Too Hot to Handle",0.502539902537956
"5206","Discovery","B0000025FG","Pop",1990,27.99,"Alive 1997",0.502342236490897
"5207","Discovery","B000059MEK","Pop",2001,4.99,"Alive 1997",0.502342236490897
"5208","Alive 1997","B00005NVT1","Pop",2001,16.99,"Discovery",0.502342236490897
"5209","Return of the Rentals","B000002N3F","Alternative Rock",1995,24.9,"Weezer Green Album",0.502328802049419
"5210","La Bella Mafia","B00008DCQL","Rap & Hip-Hop",2010,19.52,"Conspiracy PA",0.502154824395437
"5211","Revolution Starts Now","B0002IQHV6","Alternative Rock",2004,9.09,"Copperhead Road",0.502087847817996
"5212","Copperhead Road","B000001BZT","Country",1988,8,"Revolution Starts Now",0.502087847817996
"5213","In the Garden","B000008FF4","Alternative Rock",1993,15.99,"Diva",0.501952294061406
"5214","Diva","B000002VMH","Pop",1992,12.95,"In the Garden",0.501952294061406
"5215","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Breaking Hearts",0.501937669266119
"5216","Breaking Hearts","B00002621U","Pop",1984,14.54,"Honky Ch&acirc;teau",0.501937669266119
"5217","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Honky Ch&acirc;teau",0.501937669266119
"5218","Stone Gon'","B000001FPI","Blues",1994,7.31,"Barry White : All-Time Greatest Hits",0.501927547603454
"5219","Barry White : All-Time Greatest Hits","B000001E58","Blues",1994,8.39,"Stone Gon'",0.501927547603454
"5220","Ain't Ever Satisfied: The Steve Earle Collection","B000002PFV","Country",1996,22.35,"Guitar Town RemasteredBonus Track",0.501803721153712
"5221","Rufus","B000002OLW","Pop",1992,8.99,"Rags to Rufus",0.501746557177039
"5222","Rags to Rufus","B000002PER","Blues",1990,9.95,"Rufus",0.501746557177039
"5223","Sunlandic Twins","B0007X9TUW","Alternative Rock",2012,12.78,"Satanic Panic in the Attic",0.501374029558343
"5224","Satanic Panic in the Attic","B0001LYEVY","Alternative Rock",2004,13.05,"Sunlandic Twins",0.501374029558343
"5225","If You're Feeling Sinister","B000002ULS","Alternative Rock",1997,13.68,"Dear Catastrophe Waitress",0.501061561936734
"5226","Dear Catastrophe Waitress","B0000CBHQ1","Alternative Rock",2014,6,"If You're Feeling Sinister",0.501061561936734
"5227","Riddles in the Sand","B000002PC1","Country",1987,7.27,"Last Mango in Paris",0.500991259255617
"5228","Last Mango in Paris","B000002PCM","Country",1987,12.11,"Riddles in the Sand",0.500991259255617
